dataset,model,corruption,d_acc,d_f1,d_xai,D_c
handpd_spiral,resnet50,contrast,0.028871391076115534,0.005701989266222475,0.138742,0.04389469231792451
handpd_spiral,resnet50,gaussian_blur,0.023359580052493473,0.0645067417648864,0.166886,0.06440901255571266
handpd_spiral,resnet50,gaussian_noise,0.1753280839895014,0.016988530529946567,0.160902,0.12494100115373466
handpd_spiral,resnet50,jpeg_compression,0.07086614173228348,0.02465110404539546,0.18150199999999994,0.07912880207976036
handpd_spiral,resnet50,perspective,0.01968503937007881,0.04420312404579692,0.33080600000000004,0.0892646568987785
handpd_spiral,resnet50,rotation,0.062467191601049896,0.044760487755723555,0.448792,0.13442014212724201
handpd_spiral,resnet50,shadow,0.2359580052493439,0.017322152467971585,0.19567999999999997,0.16231164836506343
handpd_spiral,vgg16,brightness,0.03823529411764702,0.01747755376716334,0.4259122448979592,0.10954336216856436
handpd_spiral,vgg16,contrast,-0.020053475935828874,0.0028770260747004884,0.11052608695652172,0.012941587245800057
handpd_spiral,vgg16,gaussian_blur,0.022459893048128343,0.011785028723753196,0.13811800000000005,0.04238905514119014
handpd_spiral,vgg16,gaussian_noise,0.011764705882352925,0.04984575631962824,0.18535869565217392,0.05790781896749972
handpd_spiral,vgg16,jpeg_compression,0.09545454545454544,0.018030208939093375,0.162988,0.08573393540900073
handpd_spiral,vgg16,perspective,0.20721925133689836,0.03779278263426328,0.397718,0.19449106045872816
handpd_spiral,vgg16,rotation,-0.006417112299465283,0.048122187035851666,0.48327800000000004,0.10788369996102287
handpd_spiral,vgg16,shadow,0.01604278074866309,0.014417604340858809,0.29887708333333335,0.07212208834325586
pdraw_spiral,efficientnet_b0,brightness,0.009523809523809521,-0.04368572841133817,0.20746444444444445,0.0331490751273922
pdraw_spiral,efficientnet_b0,contrast,-0.06666666666666675,-0.0526446869070208,0.10763333333333333,-0.02760007273877295
pdraw_spiral,efficientnet_b0,gaussian_blur,-0.12380952380952388,-0.08580645161290322,0.18890526315789472,-0.049865644757053955
pdraw_spiral,efficientnet_b0,gaussian_noise,-0.13333333333333344,-0.09290322580645163,0.2081044444444444,-0.052916745519713336
pdraw_spiral,efficientnet_b0,jpeg_compression,-0.03809523809523819,-0.03362068965517238,0.21764888888888884,0.014395951833606965
pdraw_spiral,efficientnet_b0,perspective,-1.27675647831893e-16,-0.010231026772475435,0.48756,0.0944426919682573
pdraw_spiral,efficientnet_b0,rotation,0.219047619047619,0.05096153846153852,0.494228888888889,0.22365804884004886
pdraw_spiral,efficientnet_b0,shadow,0.1904761904761904,0.04067237969676999,0.34324,0.17608780914712618
pdraw_spiral,mobilenet_v3_large,brightness,0.16800000000000007,0.08100918689153988,0.2239295454545454,0.15308866515837108
pdraw_spiral,mobilenet_v3_large,contrast,0.04000000000000007,0.02527097902097904,0.09462666666666665,0.046506627039627074
pdraw_spiral,mobilenet_v3_large,gaussian_blur,0.17600000000000007,0.09578204764605788,0.1987731707317073,0.15648924844015888
pdraw_spiral,mobilenet_v3_large,gaussian_noise,0.23200000000000007,0.12273211582692797,0.1853022222222222,0.18988007919252287
pdraw_spiral,mobilenet_v3_large,jpeg_compression,0.25600000000000006,0.1368819468819469,0.23565348837209305,0.2161952817390027
pdraw_spiral,mobilenet_v3_large,perspective,0.19200000000000003,0.10899924636766747,0.3158214285714286,0.19186405962458597
pdraw_spiral,mobilenet_v3_large,rotation,0.0400000000000001,0.016169522051875013,0.7570777777777777,0.1762664121711181
pdraw_spiral,mobilenet_v3_large,shadow,0.07200000000000001,0.0508782921452605,0.1515511627906977,0.08157372020171769
pdraw_spiral,resnet50,brightness,0.11578947368421051,0.04961978589885566,0.23143999999999998,0.11906867261176195
pdraw_spiral,resnet50,contrast,-0.02105263157894736,-0.01023809523809526,0.06698666666666667,-0.00020041102756892387
pdraw_spiral,resnet50,gaussian_blur,0.1263157894736842,0.0530952380952381,0.2352311111111111,0.12613268838763575
pdraw_spiral,resnet50,gaussian_noise,0.010526315789473682,0.004523809523809502,0.20859777777777774,0.048339856307435244
pdraw_spiral,resnet50,jpeg_compression,0.09473684210526315,0.04136581764488738,0.2402,0.10781816634609778
pdraw_spiral,resnet50,perspective,-0.021052631578947364,-0.010000000000000009,0.28354,0.043181684210526323
pdraw_spiral,resnet50,rotation,0.10526315789473681,0.04507936507936507,0.5158577777777779,0.16932694402673348
pdraw_spiral,resnet50,shadow,0.13684210526315788,0.0580952380952381,0.19646666666666662,0.1251429573934837
pdraw_spiral,vgg16,brightness,0.00909090909090918,-0.0016167367254323827,0.347158,0.07349203352782488
pdraw_spiral,vgg16,contrast,-0.009090909090909058,-0.013991769547325098,0.10518979591836734,0.012294973774021414
pdraw_spiral,vgg16,gaussian_blur,-0.06363636363636353,-0.09035520687627967,0.3055127659574468,0.0021778093104236965
pdraw_spiral,vgg16,gaussian_noise,0.0,0.029629629629629655,0.23418571428571427,0.05572603174603175
pdraw_spiral,vgg16,jpeg_compression,-0.045454545454545345,-0.043983539094650186,0.3157595744680851,0.027229580437949305
pdraw_spiral,vgg16,perspective,-0.02727272727272717,-0.041975308641975295,0.34418400000000005,0.042607843771043846
pdraw_spiral,vgg16,rotation,-0.02727272727272717,-0.023999999999999994,0.555902,0.09034403636363643
pdraw_spiral,vgg16,shadow,-0.03636363636363623,-0.07781224026434753,0.203086,-0.0009082902611223728
pdraw_wave,efficientnet_b0,brightness,0.03200000000000004,0.013407942355310815,0.19357755102040816,0.058737892910674896
pdraw_wave,efficientnet_b0,contrast,0.056000000000000036,0.03904761904761905,0.038436,0.04740148571428573
pdraw_wave,efficientnet_b0,gaussian_blur,0.08,0.037374407033849796,0.1208,0.07537232211015493
pdraw_wave,efficientnet_b0,gaussian_noise,-0.04799999999999995,-0.043023872679045054,0.0714,-0.02262716180371349
pdraw_wave,efficientnet_b0,jpeg_compression,0.04000000000000005,0.01989912578147879,0.08456200000000001,0.042882137734443666
pdraw_wave,efficientnet_b0,perspective,-0.007999999999999997,0.0008210180623973995,0.39294999999999997,0.07483630541871922
pdraw_wave,efficientnet_b0,rotation,0.34400000000000003,0.18099990584690712,0.7372879999999999,0.37375757175407215
pdraw_wave,efficientnet_b0,shadow,0.312,0.15799045915324988,0.160354,0.23546793774597496
pdraw_wave,mobilenet_v3_large,brightness,0.06666666666666674,0.05585995085995088,0.205532,0.09119771859131863
pdraw_wave,mobilenet_v3_large,contrast,0.025000000000000078,0.01621621621621621,0.052444,0.027853664864864902
pdraw_wave,mobilenet_v3_large,gaussian_blur,0.11666666666666674,0.08085932085932086,0.20659399999999997,0.12390992959112962
pdraw_wave,mobilenet_v3_large,gaussian_noise,0.08333333333333337,0.06042294926505456,0.11335599999999997,0.08246475144618304
pdraw_wave,mobilenet_v3_large,jpeg_compression,0.19166666666666674,0.10936144936144938,0.122138,0.1530693681417682
pdraw_wave,mobilenet_v3_large,perspective,0.08333333333333343,0.0605017325017325,0.283338,0.11648478641718646
pdraw_wave,mobilenet_v3_large,rotation,0.00833333333333336,0.11231620553359686,0.5921779999999999,0.15629712832674572
pdraw_wave,mobilenet_v3_large,shadow,0.058333333333333404,0.040075865339023235,0.14044199999999998,0.06927782626837367
pdraw_wave,resnet50,brightness,0.03846153846153848,0.05636363636363635,0.27515,0.09116986013986014
pdraw_wave,resnet50,contrast,0.01538461538461538,0.014285714285714287,0.09437200000000001,0.03085242197802198
pdraw_wave,resnet50,gaussian_blur,2.6367796834847467e-17,-0.010485810485810435,0.29747999999999997,0.056350256854256875
pdraw_wave,resnet50,gaussian_noise,0.007692307692307767,-0.0028743925295649244,0.21803,0.04658983608728441
pdraw_wave,resnet50,jpeg_compression,-0.00769230769230769,-0.012698412698412678,0.172326,0.026809522344322354
pdraw_wave,resnet50,perspective,0.0,0.0,0.30856999999999996,0.06171399999999999
pdraw_wave,resnet50,rotation,0.16153846153846155,0.08098258330816469,0.7696220000000001,0.25898840576168025
pdraw_wave,resnet50,shadow,0.03846153846153848,0.035978835978835985,0.212834,0.07259122002442003
pdraw_wave,vgg16,brightness,0.08235294117647057,0.68125,0.527918,0.3511350705882353
pdraw_wave,vgg16,contrast,0.023529411764705875,0.1979166666666666,0.137168,0.09857330588235291
pdraw_wave,vgg16,gaussian_blur,0.0588235294117647,0.49375,0.39046400000000003,0.2556295647058824
pdraw_wave,vgg16,gaussian_noise,0.023529411764705875,0.1979166666666666,0.40392199999999995,0.1519241058823529
pdraw_wave,vgg16,jpeg_compression,0.035294117647058816,0.29375,0.31908200000000003,0.1695884588235294
pdraw_wave,vgg16,perspective,0.10588235294117646,0.89375,0.589392,0.4389445764705882
pdraw_wave,vgg16,rotation,0.07058823529411765,0.575,0.826434,0.3730809176470588
pdraw_wave,vgg16,shadow,0.0588235294117647,0.4687499999999999,0.284128,0.22686236470588234
