dataset,model,corruption,d_acc,d_f1,d_xai,D_c
pdraw_spiral,resnet50,contrast,-0.02727272727272718,-0.014632478632478668,0.12269000000000002,0.006511892773892813
pdraw_spiral,resnet50,gaussian_blur,0.09090909090909102,0.04827635998367706,0.26000599999999996,0.11193865344964862
pdraw_spiral,resnet50,gaussian_noise,0.04545454545454557,0.024594594594594597,0.270136,0.08413285110565116
pdraw_spiral,resnet50,jpeg_compression,0.2000000000000001,0.10246216315983761,0.250208,0.18078024894795133
pdraw_spiral,resnet50,perspective,-0.009090909090908997,-0.0056826056826057075,0.24557599999999996,0.042864963749763785
pdraw_spiral,resnet50,rotation,0.19090909090909097,0.09470677711176863,0.53754,0.23137457858807609
pdraw_spiral,resnet50,shadow,0.15454545454545465,0.07715425715425717,0.274636,0.15534620441900449
pdraw_spiral,vgg16,brightness,0.1363636363636365,0.3475155279503105,0.41151,0.2547384765669114
pdraw_spiral,vgg16,contrast,0.018181818181818236,0.040816326530612256,0.10398400000000001,0.0421326070500928
pdraw_spiral,vgg16,gaussian_blur,0.08181818181818191,0.19860365198711066,0.3972419999999999,0.17993858650522412
pdraw_spiral,vgg16,gaussian_noise,0.06363636363636374,0.15134264232008596,0.25484599999999996,0.12819017451420764
pdraw_spiral,vgg16,jpeg_compression,0.10000000000000012,0.2438238453276048,0.32813400000000004,0.1887739535982815
pdraw_spiral,vgg16,perspective,0.07272727272727286,0.16938775510204082,0.36691399999999996,0.16056276289424867
pdraw_spiral,vgg16,rotation,6.106226635438361e-17,0.0017746228926353246,0.46879999999999994,0.09429238686779062
pdraw_spiral,vgg16,shadow,0.03636363636363647,0.025258799171842594,0.221294,0.07001825793337102
pdraw_wave,efficientnet_b0,brightness,-0.09090909090909083,-0.07879176379176386,0.188866,-0.031318874592074566
pdraw_wave,efficientnet_b0,contrast,-0.06363636363636357,-0.0463678257226645,0.058566,-0.03401532953498113
pdraw_wave,efficientnet_b0,gaussian_blur,0.027272727272727358,-0.01650576144503281,0.109148,0.03051423520285384
pdraw_wave,efficientnet_b0,gaussian_noise,-0.1818181818181817,-0.13617554858934178,0.099688,-0.11182415548589339
pdraw_wave,efficientnet_b0,jpeg_compression,0.03636363636363647,0.0010564986593608384,0.086418,0.035782367779626484
pdraw_wave,efficientnet_b0,perspective,-0.09999999999999994,-0.071911421911422,0.38737800000000006,0.005902173426573454
pdraw_wave,efficientnet_b0,rotation,0.3090909090909092,0.12424242424242422,0.661446,0.3241073818181819
pdraw_wave,efficientnet_b0,shadow,0.10909090909090921,0.02893431190302772,0.12930399999999997,0.0890865481163629
pdraw_wave,mobilenet_v3_large,brightness,0.06666666666666668,0.07558811558811564,0.26784600000000003,0.10957896800976805
pdraw_wave,mobilenet_v3_large,contrast,-0.007407407407407381,-0.0003052503052502518,0.048445999999999996,0.005893921204721235
pdraw_wave,mobilenet_v3_large,gaussian_blur,0.08888888888888888,0.11223192761654302,0.241362,0.12638642272940734
pdraw_wave,mobilenet_v3_large,gaussian_noise,0.05925925925925925,0.05625915750915753,0.11253799999999999,0.06901497688237689
pdraw_wave,mobilenet_v3_large,jpeg_compression,0.03703703703703708,0.0314896214896215,0.15589000000000003,0.059143404965404996
pdraw_wave,mobilenet_v3_large,perspective,0.0,0.008547008547008619,0.33688,0.06994010256410259
pdraw_wave,mobilenet_v3_large,rotation,0.3925925925925926,0.8446428571428571,0.676046,0.5848983534391534
pdraw_wave,mobilenet_v3_large,shadow,0.022222222222222244,0.03790927021696257,0.15142200000000003,0.052768292176199896
pdraw_wave,resnet50,brightness,-0.04166666666666663,-0.01320395686443431,0.22435200000000002,0.020075879607336398
pdraw_wave,resnet50,contrast,-0.008333333333333248,0.008815764253430067,0.07168,0.012814062609362395
pdraw_wave,resnet50,gaussian_blur,-0.024999999999999994,-0.019354838709677444,0.228086,0.027310748387096774
pdraw_wave,resnet50,gaussian_noise,0.025000000000000078,0.015466886055121384,0.18518600000000002,0.05417726581653646
pdraw_wave,resnet50,jpeg_compression,-0.033333333333333326,-0.02564102564102566,0.139736,0.0035882256410256393
pdraw_wave,resnet50,perspective,-0.008333333333333304,0.004787396511534435,0.25470600000000004,0.04821075228679369
pdraw_wave,resnet50,rotation,0.2083333333333334,0.10330496377008007,0.8459620000000001,0.30435055579769077
pdraw_wave,resnet50,shadow,0.03333333333333344,0.04079404466501242,0.20212199999999997,0.06932928006617045
pdraw_wave,vgg16,brightness,0.09629629629629632,0.09401157981803145,0.33295625,0.1429428720935576
pdraw_wave,vgg16,contrast,0.07407407407407411,0.07691167106489691,0.11433958333333333,0.0829784550231728
pdraw_wave,vgg16,gaussian_blur,0.09629629629629625,0.08166666666666667,0.23851632653061222,0.12035141345427058
pdraw_wave,vgg16,gaussian_noise,0.0666666666666667,0.07877492877492884,0.205034,0.097972611965812
pdraw_wave,vgg16,jpeg_compression,0.07407407407407407,0.07159045255819449,0.196484,0.09781097280449538
pdraw_wave,vgg16,perspective,0.06666666666666675,0.08172568172568179,0.35902999999999996,0.1296570378510379
pdraw_wave,vgg16,rotation,0.08148148148148152,0.10850580758273069,0.7181577777777777,0.2169240385711155
pdraw_wave,vgg16,shadow,0.014814814814814812,0.013333333333333327,0.18741632653061227,0.048890672713529856
