dataset,model,image,y_true,corruption,level,pearson_clean,spearman_clean,ssim_clean,iou_top20_clean
handpd_meander,resnet50,0129-6,0,brightness,1,nan,nan,0.938,0.7043
handpd_meander,resnet50,0129-6,0,brightness,2,nan,nan,1.0,1.0
handpd_meander,resnet50,0129-6,0,brightness,3,nan,nan,1.0,1.0
handpd_meander,resnet50,0129-6,0,brightness,4,nan,nan,0.9563,0.9686
handpd_meander,resnet50,0129-6,0,brightness,5,nan,nan,0.9563,0.9686
handpd_meander,resnet50,0129-6,0,shadow,1,nan,nan,1.0,1.0
handpd_meander,resnet50,0129-6,0,shadow,2,nan,nan,0.9074,0.5077
handpd_meander,resnet50,0129-6,0,shadow,3,nan,nan,0.821,0.3923
handpd_meander,resnet50,0129-6,0,shadow,4,nan,nan,0.8098,0.5095
handpd_meander,resnet50,0129-6,0,shadow,5,nan,nan,0.8319,0.481
handpd_meander,resnet50,0129-6,0,perspective,1,nan,nan,0.9563,0.6283
handpd_meander,resnet50,0129-6,0,perspective,2,nan,nan,0.9563,0.6283
handpd_meander,resnet50,0129-6,0,perspective,3,nan,nan,0.8272,0.0297
handpd_meander,resnet50,0129-6,0,perspective,4,nan,nan,0.866,0.1176
handpd_meander,resnet50,0129-6,0,perspective,5,nan,nan,0.7879,0.0335
handpd_meander,resnet50,0129-6,0,rotation,1,nan,nan,1.0,1.0
handpd_meander,resnet50,0129-6,0,rotation,2,nan,nan,0.9271,0.4478
handpd_meander,resnet50,0129-6,0,rotation,3,nan,nan,0.9351,0.4478
handpd_meander,resnet50,0129-6,0,rotation,4,nan,nan,0.9215,0.3034
handpd_meander,resnet50,0129-6,0,rotation,5,nan,nan,0.8968,0.2415
handpd_meander,resnet50,0024-8,1,jpeg_compression,1,0.9949,0.9947,0.9783,0.9246
handpd_meander,resnet50,0024-8,1,jpeg_compression,2,0.9775,0.9769,0.8647,0.8754
handpd_meander,resnet50,0024-8,1,jpeg_compression,3,0.9572,0.9487,0.8359,0.7877
handpd_meander,resnet50,0024-8,1,jpeg_compression,4,0.9254,0.9201,0.7849,0.697
handpd_meander,resnet50,0024-8,1,jpeg_compression,5,0.6623,0.7113,0.4547,0.3814
handpd_meander,resnet50,0024-8,1,gaussian_blur,1,0.9894,0.9885,0.9634,0.8496
handpd_meander,resnet50,0024-8,1,gaussian_blur,2,0.9651,0.967,0.9373,0.7443
handpd_meander,resnet50,0024-8,1,gaussian_blur,3,0.9192,0.9202,0.88,0.5639
handpd_meander,resnet50,0024-8,1,gaussian_blur,4,0.8884,0.8871,0.8455,0.5128
handpd_meander,resnet50,0024-8,1,gaussian_blur,5,0.8672,0.8683,0.823,0.4401
handpd_meander,resnet50,0024-8,1,gaussian_noise,1,0.9972,0.997,0.9917,0.9209
handpd_meander,resnet50,0024-8,1,gaussian_noise,2,0.9806,0.9825,0.9175,0.8196
handpd_meander,resnet50,0024-8,1,gaussian_noise,3,0.9714,0.9785,0.8877,0.6819
handpd_meander,resnet50,0024-8,1,gaussian_noise,4,0.9634,0.9769,0.8302,0.7032
handpd_meander,resnet50,0024-8,1,gaussian_noise,5,0.9572,0.9699,0.747,0.7807
handpd_meander,resnet50,0024-8,1,contrast,1,0.9336,0.9402,0.9129,0.6324
handpd_meander,resnet50,0024-8,1,contrast,2,0.9682,0.9685,0.9423,0.7377
handpd_meander,resnet50,0024-8,1,contrast,3,0.9888,0.9875,0.9767,0.8558
handpd_meander,resnet50,0024-8,1,contrast,4,0.9831,0.9811,0.9299,0.7823
handpd_meander,resnet50,0024-8,1,contrast,5,0.9818,0.9846,0.9104,0.7368
handpd_meander,resnet50,0024-8,1,brightness,1,0.9507,0.9576,0.803,0.7812
handpd_meander,resnet50,0024-8,1,brightness,2,0.9559,0.9666,0.7937,0.7804
handpd_meander,resnet50,0024-8,1,brightness,3,0.9828,0.9855,0.9142,0.8366
handpd_meander,resnet50,0024-8,1,brightness,4,0.5897,0.6745,0.4337,0.3552
handpd_meander,resnet50,0024-8,1,brightness,5,0.6333,0.6834,0.4313,0.3911
handpd_meander,resnet50,0024-8,1,shadow,1,0.992,0.9923,0.9561,0.884
handpd_meander,resnet50,0024-8,1,shadow,2,0.9838,0.9852,0.9319,0.8372
handpd_meander,resnet50,0024-8,1,shadow,3,0.9537,0.963,0.8381,0.7097
handpd_meander,resnet50,0024-8,1,shadow,4,0.906,0.9269,0.76,0.6318
handpd_meander,resnet50,0024-8,1,shadow,5,0.9018,0.9188,0.7465,0.6531
handpd_meander,resnet50,0024-8,1,perspective,1,0.9241,0.9269,0.9306,0.6225
handpd_meander,resnet50,0024-8,1,perspective,2,0.8953,0.8987,0.8428,0.5755
handpd_meander,resnet50,0024-8,1,perspective,3,0.7497,0.721,0.7393,0.4297
handpd_meander,resnet50,0024-8,1,perspective,4,0.4933,0.6109,0.594,0.3244
handpd_meander,resnet50,0024-8,1,perspective,5,0.1063,0.3754,0.4063,0.1298
handpd_meander,resnet50,0024-8,1,rotation,1,0.8385,0.8574,0.7174,0.5841
handpd_meander,resnet50,0024-8,1,rotation,2,0.5374,0.4997,0.3905,0.3484
handpd_meander,resnet50,0024-8,1,rotation,3,0.2012,0.2337,0.3314,0.2591
handpd_meander,resnet50,0024-8,1,rotation,4,0.2079,0.3212,0.2948,0.2336
handpd_meander,resnet50,0024-8,1,rotation,5,-0.0098,0.1251,0.2616,0.1379
handpd_meander,resnet50,0181-8,1,jpeg_compression,1,0.9929,0.9903,0.8972,0.9116
handpd_meander,resnet50,0181-8,1,jpeg_compression,2,0.9765,0.9722,0.7998,0.8736
handpd_meander,resnet50,0181-8,1,jpeg_compression,3,0.9729,0.9672,0.7721,0.8452
handpd_meander,resnet50,0181-8,1,jpeg_compression,4,0.8636,0.8694,0.6603,0.5581
handpd_meander,resnet50,0181-8,1,jpeg_compression,5,0.5527,0.6698,0.5271,0.2762
handpd_meander,resnet50,0181-8,1,gaussian_blur,1,0.9873,0.9887,0.942,0.8703
handpd_meander,resnet50,0181-8,1,gaussian_blur,2,0.9687,0.9723,0.9006,0.791
handpd_meander,resnet50,0181-8,1,gaussian_blur,3,0.965,0.9691,0.8627,0.7272
handpd_meander,resnet50,0181-8,1,gaussian_blur,4,0.9424,0.946,0.8072,0.6808
handpd_meander,resnet50,0181-8,1,gaussian_blur,5,0.8919,0.9,0.7602,0.5385
handpd_meander,resnet50,0181-8,1,gaussian_noise,1,0.9974,0.9982,0.9913,0.9171
handpd_meander,resnet50,0181-8,1,gaussian_noise,2,0.9863,0.9845,0.9501,0.8678
handpd_meander,resnet50,0181-8,1,gaussian_noise,3,0.9542,0.9671,0.9541,0.6773
handpd_meander,resnet50,0181-8,1,gaussian_noise,4,0.9682,0.9705,0.9238,0.7501
handpd_meander,resnet50,0181-8,1,gaussian_noise,5,0.911,0.9315,0.8655,0.5955
handpd_meander,resnet50,0181-8,1,contrast,1,0.9603,0.95,0.8692,0.8053
handpd_meander,resnet50,0181-8,1,contrast,2,0.9731,0.9712,0.927,0.8005
handpd_meander,resnet50,0181-8,1,contrast,3,0.9916,0.9897,0.9682,0.9018
handpd_meander,resnet50,0181-8,1,contrast,4,0.9352,0.9306,0.826,0.7399
handpd_meander,resnet50,0181-8,1,contrast,5,0.8726,0.8782,0.7523,0.6378
handpd_meander,resnet50,0181-8,1,brightness,1,0.9646,0.956,0.8535,0.8314
handpd_meander,resnet50,0181-8,1,brightness,2,0.9772,0.9749,0.9019,0.8689
handpd_meander,resnet50,0181-8,1,brightness,3,0.9875,0.9861,0.9388,0.9058
handpd_meander,resnet50,0181-8,1,brightness,4,0.4521,0.5727,0.2862,0.3303
handpd_meander,resnet50,0181-8,1,brightness,5,0.6344,0.7406,0.4031,0.3482
handpd_meander,resnet50,0181-8,1,shadow,1,0.9906,0.9872,0.9494,0.925
handpd_meander,resnet50,0181-8,1,shadow,2,0.9815,0.976,0.9153,0.9033
handpd_meander,resnet50,0181-8,1,shadow,3,0.9785,0.9721,0.8722,0.8891
handpd_meander,resnet50,0181-8,1,shadow,4,0.9562,0.9512,0.7843,0.8158
handpd_meander,resnet50,0181-8,1,shadow,5,0.9346,0.9374,0.7258,0.744
handpd_meander,resnet50,0181-8,1,perspective,1,0.8735,0.8572,0.7698,0.5898
handpd_meander,resnet50,0181-8,1,perspective,2,0.8029,0.8322,0.7462,0.4068
handpd_meander,resnet50,0181-8,1,perspective,3,0.7307,0.6547,0.7224,0.5783
handpd_meander,resnet50,0181-8,1,perspective,4,0.4356,0.4623,0.6563,0.2406
handpd_meander,resnet50,0181-8,1,perspective,5,0.5478,0.5344,0.5666,0.3597
handpd_meander,resnet50,0181-8,1,rotation,1,0.8282,0.8513,0.7682,0.4263
handpd_meander,resnet50,0181-8,1,rotation,2,0.5467,0.4499,0.5201,0.3388
handpd_meander,resnet50,0181-8,1,rotation,3,0.1719,0.267,0.4896,0.1945
handpd_meander,resnet50,0181-8,1,rotation,4,-0.0498,0.2045,0.2025,0.2005
handpd_meander,resnet50,0181-8,1,rotation,5,0.1883,0.1808,0.344,0.2457
handpd_meander,resnet50,0138-7,1,jpeg_compression,1,0.9594,0.9361,0.9026,0.8214
handpd_meander,resnet50,0138-7,1,jpeg_compression,2,0.9552,0.8461,0.9016,0.6069
handpd_meander,resnet50,0138-7,1,jpeg_compression,3,0.9612,0.7325,0.8812,0.5949
handpd_meander,resnet50,0138-7,1,jpeg_compression,4,0.8667,0.6134,0.8397,0.2452
handpd_meander,resnet50,0138-7,1,jpeg_compression,5,0.9404,0.5989,0.8524,0.3946
handpd_meander,resnet50,0138-7,1,gaussian_blur,1,0.9424,0.8864,0.9156,0.8563
handpd_meander,resnet50,0138-7,1,gaussian_blur,2,0.8204,0.8335,0.8875,0.8083
handpd_meander,resnet50,0138-7,1,gaussian_blur,3,0.6903,0.7059,0.751,0.6289
handpd_meander,resnet50,0138-7,1,gaussian_blur,4,0.7227,0.6201,0.6076,0.4844
handpd_meander,resnet50,0138-7,1,gaussian_blur,5,0.7372,0.6522,0.5611,0.5592
handpd_meander,resnet50,0138-7,1,gaussian_noise,1,0.9777,0.8137,0.8976,0.694
handpd_meander,resnet50,0138-7,1,gaussian_noise,2,0.9929,0.8724,0.9367,0.7997
handpd_meander,resnet50,0138-7,1,gaussian_noise,3,0.8995,0.842,0.8507,0.7547
handpd_meander,resnet50,0138-7,1,gaussian_noise,4,0.9384,0.8381,0.9027,0.747
handpd_meander,resnet50,0138-7,1,gaussian_noise,5,0.865,0.7116,0.6062,0.6489
handpd_meander,resnet50,0138-7,1,contrast,1,-0.0611,-0.12,0.7296,0.0
handpd_meander,resnet50,0138-7,1,contrast,2,0.7996,0.6422,0.849,0.5111
handpd_meander,resnet50,0138-7,1,contrast,3,0.9688,0.897,0.9432,0.8124
handpd_meander,resnet50,0138-7,1,contrast,4,0.9316,0.7364,0.6364,0.7796
handpd_meander,resnet50,0138-7,1,contrast,5,0.9442,0.7223,0.6541,0.7284
handpd_meander,resnet50,0138-7,1,brightness,1,0.8736,0.6846,0.7188,0.6445
handpd_meander,resnet50,0138-7,1,brightness,2,0.9914,0.8661,0.9369,0.8044
handpd_meander,resnet50,0138-7,1,brightness,3,0.9855,0.8946,0.9304,0.6968
handpd_meander,resnet50,0138-7,1,brightness,4,0.6443,0.3738,0.7584,0.3133
handpd_meander,resnet50,0138-7,1,brightness,5,0.4545,0.4124,0.755,0.34
